"AUTHOR";"BORN-DIED";"TITLE";"DATE";"TECHNIQUE";"LOCATION";"URL";"FORM";"SCHOOL";"TIMEFRAME"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Charles I of England and Henrietta of France";"before 1632";"Oil on canvas, 67 x 83 cm";"Galleria Palatina (Palazzo Pitti), Florence";"https://www.wga.hu/detail/d/dyck_van/2portrai/cha_henr.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of a Married Couple";"-";"Oil on canvas, 112 x 131 cm";"Szépm?vészeti Múzeum, Budapest";"https://www.wga.hu/detail/d/dyck_van/2portrai/couple.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"The Daughters of Charles I of England";"-";"Oil on canvas";"Galleria Sabauda, Turin";"https://www.wga.hu/detail/d/dyck_van/2portrai/daughter.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"The Wife and Daughter of Colyn de Nole";"-";"Oil on wood, 123 x 90,5 cm";"Alte Pinakothek, Munich";"https://www.wga.hu/detail/d/dyck_van/2portrai/de_nole.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Sir Endymion Porter and the Artist";"1632-41";"Oil on canvas, 110 x 114 cm";"Museo del Prado, Madrid";"https://www.wga.hu/detail/d/dyck_van/2portrai/dualport.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Family Portrait";"1621";"Oil on canvas, 114 x 94 cm";"The Hermitage, St. Petersburg";"https://www.wga.hu/detail/d/dyck_van/2portrai/fam_port.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"George Gage with Two Men";"1622-23";"Oil on canvas, 115 x 114 cm";"National Gallery, London";"https://www.wga.hu/detail/d/dyck_van/2portrai/gage2men.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Wife of an Aristocratic Genoese";"1624-26";"Oil on canvas, 200 x 116 cm";"Staatliche Museen, Berlin";"https://www.wga.hu/detail/d/dyck_van/2portrai/genoese2.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of a Noble Genoese Lady";"1621-27";"Oil on canvas, 239 x 170 cm";"Musée du Louvre, Paris";"https://www.wga.hu/detail/d/dyck_van/2portrai/genoese3.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Thomas Killigrew and (?) William, Lord Croft";"1638";"Oil on canvas, 132,7 x 143,5 cm";"Royal Collection, Windsor";"https://www.wga.hu/detail/d/dyck_van/2portrai/killigre.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Philippe Le Roy";"1630";"Oil on canvas, 213 x 114 cm";"Wallace Collection, London";"https://www.wga.hu/detail/d/dyck_van/2portrai/leroy1.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Marie de Raet";"1631";"Oil on canvas, 213 x 115 cm";"Wallace Collection, London";"https://www.wga.hu/detail/d/dyck_van/2portrai/leroy2.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"The Lomellini Family";"1626-27";"Oil on canvas, 269 x 254 cm";"National Gallery of Scotland, Edinburgh";"https://www.wga.hu/detail/d/dyck_van/2portrai/lomellin.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of Joost de Hertoghe";"1635";"Oil on canvas, 205 x 120 cm";"Staatliche Museen, Kassel";"https://www.wga.hu/detail/d/dyck_van/2portrai/marriag1.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of Anna van Craesbecke";"1635";"Oil on canvas, 203 x 119 cm";"Staatliche Museen, Kassel";"https://www.wga.hu/detail/d/dyck_van/2portrai/marriag2.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of Justus van Meerstraeten";"1634-35";"Oil on canvas, 120 x 110 cm";"Staatliche Museen, Kassel";"https://www.wga.hu/detail/d/dyck_van/2portrai/meerstr1.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of Isabella van Assche";"1634-35";"Oil on canvas, 108 x 97 cm";"Staatliche Museen, Kassel";"https://www.wga.hu/detail/d/dyck_van/2portrai/meerstr2.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of the Princes Palatine Charles-Louis I and his Brother Robert";"1637";"Oil on canvas, 132 x 152 cm";"Musée du Louvre, Paris";"https://www.wga.hu/detail/d/dyck_van/2portrai/palatine.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of a Man";"c. 1618";"Oil on canvas, 105 x 81 cm";"Liechtenstein Museum, Vienna";"https://www.wga.hu/detail/d/dyck_van/2portrai/port_man.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of a Woman";"c. 1618";"Oil on canvas, 105 x 82 cm";"Liechtenstein Museum, Vienna";"https://www.wga.hu/detail/d/dyck_van/2portrai/port_wom.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of Porzia Imperiale and Her Daughter";"c. 1628";"Oil on canvas, 184,5 x 134 cm";"Musées Royaux des Beaux-Arts, Brussels";"https://www.wga.hu/detail/d/dyck_van/2portrai/porziaim.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Double Portrait of the Painter Frans Snyders and his Wife";"c. 1621";"Oil on canvas, 83 x 110 cm";"Staatliche Museen, Kassel";"https://www.wga.hu/detail/d/dyck_van/2portrai/snyders.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of Peeter Stevens";"1627";"Oil on canvas, 113 x 99 cm";"Mauritshuis, The Hague";"https://www.wga.hu/detail/d/dyck_van/2portrai/stevens1.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of Anna Wake";"1628";"Oil on canvas, 113 x 99 cm";"Mauritshuis, The Hague";"https://www.wga.hu/detail/d/dyck_van/2portrai/stevens2.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Lord John and Lord Bernard Stuart";"c. 1638";"Oil on canvas, 238 x 146 cm";"National Gallery, London";"https://www.wga.hu/detail/d/dyck_van/2portrai/stuarts.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of Antonio de Tassis";"1634";"Oil on canvas, 126 x 89 cm";"Liechtenstein Museum, Vienna";"https://www.wga.hu/detail/d/dyck_van/2portrai/tassis1.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of Maria de Tassis";"1629-30";"Oil on canvas, 128 x 92 cm";"Liechtenstein Museum, Vienna";"https://www.wga.hu/detail/d/dyck_van/2portrai/tassis2.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Sir George Villiers and Lady Katherine Manners as Adonis and Venus";"c. 1620";"Oil on canvas, 223.5 x 160 cm.";"Private collection";"https://www.wga.hu/detail/d/dyck_van/2portrai/villiers.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Portrait of Philadelphia and Elisabeth Wharton";"1640";"Oil on canvas, 162 x 130 cm";"The Hermitage, St. Petersburg";"https://www.wga.hu/detail/d/dyck_van/2portrai/wharton.jpg";"portrait";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Abraham and Isaac";"c. 1617";"Oil on canvas, 119 x 178 cm";"Národní Galerie, Prague";"https://www.wga.hu/detail/d/dyck_van/3other/abraham.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"An Apostle with Folded Hands";"1618-20";"Paper on oak panel, 57 x 45 cm";"Staatliche Museen, Berlin";"https://www.wga.hu/detail/d/dyck_van/3other/apostle1.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"An Apostle";"c. 1618";"Oil on oak, 61 x 49 cm";"Staatliche Museen, Berlin";"https://www.wga.hu/detail/d/dyck_van/3other/apostle2.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"The Brazen Serpent";"1618-20";"Oil on canvas, 205 x 235 cm";"Museo del Prado, Madrid";"https://www.wga.hu/detail/d/dyck_van/3other/brazense.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Christ on the Cross";"-";"Oil on canvas";"Sint-Jacobskerk, Antwerp";"https://www.wga.hu/detail/d/dyck_van/3other/c_cross.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"The Capture of Christ";"1618-20";"Oil on canvas, 344 x 249 cm";"Museo del Prado, Madrid";"https://www.wga.hu/detail/d/dyck_van/3other/capture.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Crowning with Thorns";"1618-20";"Oil on canvas, 223 x 196 cm";"Museo del Prado, Madrid";"https://www.wga.hu/detail/d/dyck_van/3other/crowning.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Crucifixion";"c. 1622";"Oil on canvas";"San Zaccaria, Venice";"https://www.wga.hu/detail/d/dyck_van/3other/crucifix.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Cupid and Psyche";"1639-40";"Oil on canvas, 199,4 x 191,8 cm";"Royal Collection, Windsor";"https://www.wga.hu/detail/d/dyck_van/3other/cupid.jpg";"mythological";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Deposition";"1634";"Oil on panel";"Alte Pinakothek, Munich";"https://www.wga.hu/detail/d/dyck_van/3other/depositi.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Emperor Theodosius Forbidden by St Ambrose To Enter Milan Cathedral";"1619-20";"Oil on canvas, 149 x 113 cm";"National Gallery, London";"https://www.wga.hu/detail/d/dyck_van/3other/emperor.jpg";"historical";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Entry of Christ into Jerusalem";"c. 1617";"Oil on canvas, 151 x 229 cm";"Museum of Art, Indianapolis";"https://www.wga.hu/detail/d/dyck_van/3other/entryjer.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"The Four Ages of Man";"1625-27";"Oil on canvas, 116 x 168 cm";"Museo Civico, Vicenza";"https://www.wga.hu/detail/d/dyck_van/3other/fourage1.jpg";"mythological";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"The Four Ages of Man";"1625-27";"Oil on canvas, 116 x 168 cm";"Museo Civico, Vicenza";"https://www.wga.hu/detail/d/dyck_van/3other/fourage2.jpg";"mythological";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Golgotha";"1630";"Oil on canvas";"Sint-Michielskerk, Ghent";"https://www.wga.hu/detail/d/dyck_van/3other/golgotha.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Vision of the Blessed Hermann Joseph";"1629-30";"Oil on canvas, 160 x 128 cm";"Kunsthistorisches Museum, Vienna";"https://www.wga.hu/detail/d/dyck_van/3other/hermann.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Holy Family with Sts Elisabeth and the Infant St John";"1621-25";"Oil on canvas, 155 x 142 cm";"Galleria Sabauda, Turin";"https://www.wga.hu/detail/d/dyck_van/3other/holyfami.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"St Jerome";"1615-16";"Oil on canvas, 158 x 131 cm";"Liechtenstein Museum, Vienna";"https://www.wga.hu/detail/d/dyck_van/3other/jerome.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Jupiter and Antiope";"-";"Oil on canvas, 150 x 206 cm";"Museum voor Schone Kunsten, Ghent";"https://www.wga.hu/detail/d/dyck_van/3other/jupiter.jpg";"mythological";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"The Lamentation of Christ";"-";"Oil on canvas, 115 x 208 cm";"Koninklijk Museum voor Schone Kunsten, Antwerp";"https://www.wga.hu/detail/d/dyck_van/3other/lamentat.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Pentecost";"1618-20";"Oil on canvas, 265 x 221 cm";"Staatliche Museen, Berlin";"https://www.wga.hu/detail/d/dyck_van/3other/pentecos.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"St Martin Dividing his Cloak";"c. 1618";"Oil on panel, 171,6 x 158 cm";"St Martin, Zaventem";"https://www.wga.hu/detail/d/dyck_van/3other/s_martin.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Samson and Delilah";"1618-20";"Oil on canvas, 152 x 232 cm";"Dulwich Picture Gallery, London";"https://www.wga.hu/detail/d/dyck_van/3other/samson_d.jpg";"mythological";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"The Continence of Scipio";"1620-21";"Oil on canvas, 183 x 233 cm";"Christ Church Picture Gallery, Oxford";"https://www.wga.hu/detail/d/dyck_van/3other/scipio.jpg";"mythological";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"St George and the Dragon";"-";"Oil on canvas";"Sint-Jacobskerk, Antwerp";"https://www.wga.hu/detail/d/dyck_van/3other/stgeorge.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Studies of a Man's Head";"-";"Oil on panel, 53 x 98 cm";"Rockox House, Antwerp";"https://www.wga.hu/detail/d/dyck_van/3other/studies.jpg";"study";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Susanna and the Elders";"1621-22";"Oil on canvas, 194 x 144 cm";"Alte Pinakothek, Munich";"https://www.wga.hu/detail/d/dyck_van/3other/susanna.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"The Tribute Money";"1619-20";"Oil on canvas, 115 x 103 cm";"Private collection";"https://www.wga.hu/detail/d/dyck_van/3other/tribute.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"The Tribute Money (detail)";"1619-20";"Oil on canvas";"Private collection";"https://www.wga.hu/detail/d/dyck_van/3other/tribute1.jpg";"religious";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Venus Asks Vulcan to Cast Arms for her Son Aeneas";"1630-32";"Oil on canvas, 220 x 145 cm";"Musée du Louvre, Paris";"https://www.wga.hu/detail/d/dyck_van/3other/venusvul.jpg";"mythological";"Flemish";"1601-1650"
"DYCK, Sir Anthony van";"(b. 1599, Antwerpen, d. 1641, London)";"Virgin with Donors";"c. 1630";"Oil on canvas,250 x 191 cm";"Musée du Louvre, Paris";"https://www.wga.hu/detail/d/dyck_van/3other/virgin.jpg";"religious";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Big Dog, Dwarf and Boy";"1652";"Oil on canvas, 138 x 203,5 cm";"Gemäldegalerie, Dresden";"https://www.wga.hu/detail/f/fyt/big_dog.jpg";"still-life";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Concert of Birds";"1658";"Oil on canvas, 120 x 172 cm";"Liechtenstein Museum, Vienna";"https://www.wga.hu/detail/f/fyt/bird_con.jpg";"still-life";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Bird Concert";"-";"Oil on canvas, 135 x 186 cm";"Rockox House, Antwerp";"https://www.wga.hu/detail/f/fyt/birdconc.jpg";"still-life";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Bittern and Ducks Startled by Dogs";"-";"Oil on canvas, 138 x 172 cm";"Museum voor Schone Kunsten, Ghent";"https://www.wga.hu/detail/f/fyt/bittern.jpg";"genre";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Dead Game";"1640";"Oil on canvas, 94 x 120 cm";"The Hermitage, St. Petersburg";"https://www.wga.hu/detail/f/fyt/deadgame.jpg";"still-life";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Dead Partridges with Hound";"1647";"Oil on canvas, 38 x 62 cm";"Kunsthistorisches Museum, Vienna";"https://www.wga.hu/detail/f/fyt/deadpart.jpg";"still-life";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Diana, Goddess of the Hunt";"-";"Oil on canvas, 177 x 261 cm";"Private collection";"https://www.wga.hu/detail/f/fyt/diana.jpg";"mythological";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Diana, Goddess of the Hunt (detail)";"-";"Oil on canvas";"Private collection";"https://www.wga.hu/detail/f/fyt/diana_d.jpg";"mythological";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Diana with Her Hunting Dogs beside Kill";"-";"Oil on canvas, 79 x 116 cm";"Staatliche Museen, Berlin";"https://www.wga.hu/detail/f/fyt/dianadog.jpg";"still-life";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Diana with Her Hunting Dogs beside Kill (detail)";"-";"Oil on canvas";"Staatliche Museen, Berlin";"https://www.wga.hu/detail/f/fyt/dianadoh.jpg";"still-life";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Ducks and Water Hens Surprised by Dogs";"-";"Oil on canvas, 127 x 163 cm";"Museo del Prado, Madrid";"https://www.wga.hu/detail/f/fyt/duckhens.jpg";"genre";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Game and Hunting Gear Discovered by a Cat";"1640s";"Oil on canvas, 95 x 122 cm";"Musée du Louvre, Paris";"https://www.wga.hu/detail/f/fyt/game_cat.jpg";"still-life";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Game Piece";"1644";"Oil on panel, 60 x 88 cm";"Private collection";"https://www.wga.hu/detail/f/fyt/gamepiec.jpg";"still-life";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Still-Life with Fruit and Monkey";"1653";"Oil on canvas, 101 x 121 cm";"Akademie der bildenden Künste, Vienna";"https://www.wga.hu/detail/f/fyt/monkey.jpg";"still-life";"Flemish";"1601-1650"
"FYT, Jan";"(b. 1611, Antwerpen, d. 1661, Antwerpen)";"Mushrooms";"-";"Oil on wood, 49 x 63,5 cm";"Musées Royaux des Beaux-Arts, Brussels";"https://www.wga.hu/detail/f/fyt/mushroom.jpg";"still-life";"Flemish";"1601-1650"
